API and Backend Error Handling,Check that the Set Password page displays a generic error message and allows retry when the password submission fails due to a server error.
,Check that the Login page displays a generic error message and allows retry when the authentication service is unavailable.
,Check that the Forgot Password page displays a generic error message and allows retry when the password reset service is unavailable.
,Check that backend errors on any authentication page do not expose stack traces or internal details to the user.
,Check that submission buttons on all authentication pages do not allow duplicate submissions while a request is in flight.
Loading States,Check that the Set Password page shows a loading state on the "Set password" button while the submission request is in flight.
,Check that the Login page shows a loading state on the "Log in" button while the authentication request is in flight.
,Check that the Forgot Password page shows a loading state on the "Request password reset" button while the request is in flight.
,Check that the Set Password page shows a loading state while validating the activation token on page load.
Cross-browser,"Check that the Set Password page renders and functions identically on the latest versions of Chrome, Firefox, and Edge."
,"Check that the Login page renders and functions identically on the latest versions of Chrome, Firefox, and Edge."
,"Check that the Forgot Password page renders and functions identically on the latest versions of Chrome, Firefox, and Edge."
,"Check that the password visibility toggle works on the latest versions of Chrome, Firefox, and Edge."
,Check that browser password autofill on the Login page does not break the enabled/disabled state of the "Log in" button.
,Check that browser password manager prompts to save the new password after a successful Set Password submission.
Security,Check that all authentication page requests are transmitted over HTTPS only.
,Check that passwords are never sent or displayed in plaintext in network logs or browser dev tools.
,Check that activation links on the Set Password page are single-use and become invalid after a successful submission.
,Check that password reset tokens on the Forgot Password flow are single-use and expire after the configured time.
,Check that the Forgot Password response is identical regardless of whether the email is registered to prevent account enumeration.
,Check that session tokens are stored in a manner that protects against XSS access.
,Check that authenticated requests include CSRF protection where applicable.
,Check that pasting script payloads into the email or password fields does not execute as code.
,Check that the password visibility toggle does not reveal the password value in the DOM in a way that persists after toggle-off.
,Check that role-based access enforced after login restricts Manager Users from Root-only areas such as the Managers list.
,Check that logout invalidates the session token on the server side and prevents reuse.
,Check that an expired session redirects the user back to the Login page on the next protected action.
Regression Checks,Check that after a password reset the previous password can no longer be used to log in on the Login page.
,Check that after a successful login the role-based navigation menu reflects the user's role on the landing page.
,Check that existing active sessions remain valid after a different user resets their password.
,Check that the activation flow does not interfere with previously activated accounts attempting to log in.
